1-0	4-nummod	1-nsubj
259-5	0-aclCOLrelcl	4-nmod
259-6	5-punct	3-punct
259-7	18-root	3-nmod
259-8	13-punct	3-punct
259-9	13-mark	10-mark
259-10	13-nsubj	3-nmod
259-11	13-advmod	10-nmod
259-12	13-aux	11-nmod
259-13	7-dep	12-nmod
259-14	13-dobj	13-nmod
259-15	16-case	13-nmod
259-16	13-nmod	15-nmod
259-17	7-punct	3-punct

260-0	2-det	21-root
260-1	2-amod	0-nmod
260-2	3-nsubj	1-nmod
260-3	21-root	2-nmod
260-4	3-compoundCOLprt	3-nmod
260-5	6-punct	0-punct
260-6	3-advmod	0-nmod
260-7	8-nsubj	6-nmod
260-8	6-dep	0-nmod
260-9	8-nmodCOLloc	8-nmod
260-10	8-cc	0-cc
260-11	8-conj	0-nmod
260-12	13-case	11-nmod
260-13	11-nmod	12-nmod
260-14	18-punct	0-punct
260-15	18-mark	16-mark
260-16	18-nsubj	0-nmod
260-17	18-advmod	16-nmod
260-18	8-dep	17-nmod
260-19	18-dobj	18-nmod
260-20	3-punct	0-punct

261-0	1-advmod	22-root
261-1	22-root	0-nmod
261-2	1-nsubj	1-nmod
261-3	4-case	2-nmod
261-4	1-nmod	3-nmod
261-5	6-case	8-advmodCOLemph
261-6	1-nmod	5-nmod
261-7	8-punct	5-punct
261-8	1-advmod	4-nmod
261-9	11-nsubj	8-nmod
261-10	11-aux	9-nmod
261-11	8-dep	0-nmod
261-12	15-punct	0-punct
261-13	15-mark	14-mark
261-14	15-advmod	0-nmod
261-15	11-dobj	14-nmod
261-16	15-nsubj	15-nmod
261-17	18-case	18-advmodCOLemph
261-18	15-nmod	16-nmod
261-19	15-dep	20-mark
261-20	19-dep	18-nmod
261-21	1-punct	0-punct

262-0	3-advmod	14-root
262-1	3-auxpass	0-nmod
262-2	3-nsubjpass	1-nmod
262-3	14-root	2-nmod
262-4	5-case	3-nmod
262-5	3-nmod	4-nmod
262-6	10-punct	0-punct
262-7	10-mark	8-mark
262-8	10-nsubj	14-root
262-9	10-advmod	8-nmod
262-10	3-dep	9-nmod
262-11	12-case	10-nmod
262-12	10-nmod	11-nmod
262-13	3-punct	8-punct

263-0	10-root	2-cc
263-1	4-mark	2-mark
263-2	4-nsubj	10-root
263-3	4-cop	2-nmod
263-4	6-amod	3-nmod
263-5	4-punct	3-punct
263-6	0-conj	3-nmod
263-7	6-nsubj	6-nmod
263-8	6-nmodCOLloc	7-nmod
263-9	0-punct	2-punct

264-0	11-nsubj	13-root
264-1	3-case	0-nmod
264-2	3-amod	1-nmod
264-3	0-nmod	2-nmod
264-4	5-case	3-nmod
264-5	3-nmod	4-nmod
264-6	5-cc	5-cc
264-7	5-conj	5-mwe
264-8	11-cop	7-nmod
264-9	11-neg	8-nmod
264-10	11-advmod	11-advmod
264-11	13-root	0-nmod
264-12	11-punct	0-punct

265-0	3-advmod	1-advmod
265-1	3-auxpass	49-root
265-2	3-expl	1-nmod
265-3	49-root	2-nmod
265-4	7-det	30-neg
265-5	7-amod	4-nmod
265-6	7-amod	5-nmod
265-7	3-dobj	6-nmod
265-8	3-advmod	7-nmod
265-9	10-case	8-nmod
265-10	8-nmod	8-nmod
265-11	12-case	10-nmod
265-12	10-nmod	11-nmod
265-13	3-dep	20-advmodCOLemph
265-14	13-nummod	13-nummod
265-15	3-punct	14-punct
265-16	3-cc	14-cc
265-17	19-dep	20-advmodCOLemph
265-18	17-nummod	17-nummod
265-19	3-conj	18-nmod
265-20	19-nsubj	21-expl
265-21	23-nmodCOLposs	4-nmod
265-22	23-amod	21-nmod
265-23	19-iobj	22-nmod
265-24	27-punct	4-punct
265-25	26-amod	4-nmod
265-26	27-name	25-nmod
265-27	23-appos	26-nmod
265-28	27-name	27-nmod
265-29	27-punct	4-punct
265-30	19-dobj	3-nmod
265-31	30-dep	49-root
265-32	33-det	49-root
265-33	31-dep	32-nmod
265-34	33-nmodCOLposs	33-nmod
265-35	39-punct	32-punct
265-36	39-mark	37-mark
265-37	39-nsubj	32-nmod
265-38	39-advmod	39-advmod
265-39	20-dep	32-nmod
265-40	39-advmod	39-nmod
265-41	43-case	40-nmod
265-42	43-det	49-root
265-43	40-nmod	42-nmod
265-44	47-case	43-nmod
265-45	47-det	44-nmod
265-46	47-nummod	45-nummod
265-47	43-nmod	46-nmod
265-48	3-punct	42-punct

266-0	4-advmod	22-root
266-1	4-cop	0-nmod
266-2	4-nsubj	1-nmod
266-3	4-neg	2-nmod
266-4	22-root	3-nmod
266-5	9-case	4-nmod
266-6	9-det	5-nmod
266-7	8-advmod	5-nmod
266-8	9-amod	5-nmod
266-9	4-nmod	8-nmod
266-10	4-punct	0-punct
266-11	12-punct	0-punct
266-12	4-dep	13-expl
266-13	12-cop	0-nmod
266-14	12-nsubj	0-nmod
266-15	12-dep	14-nmod
266-16	17-advmod	14-nmod
266-17	15-advmod	16-nmod
266-18	19-advmod	17-nmod
266-19	12-neg	18-nmod
266-20	12-advmod	0-nmod
266-21	12-punct	0-punct

267-0	1-nsubj	23-root
267-1	23-root	0-nmod
267-2	1-advmod	1-nmod
267-3	1-advmod	2-nmod
267-4	9-case	3-nmod
267-5	9-det	4-nmod
267-6	9-amod	5-nmod
267-7	9-punct	6-punct
267-8	9-amod	6-nmod
267-9	1-nmod	8-nmod
267-10	9-punct	8-punct
267-11	17-advmod	8-nmod
267-12	15-det	11-nmod
267-13	14-nummod	12-nummod
267-14	15-nummod	13-nmod
267-15	17-nsubj	14-nmod
267-16	17-aux	15-nmod
267-17	9-aux	16-nmod
267-18	17-dobj	17-nmod
267-19	18-nmodCOLposs	18-nmod
267-20	17-dep	19-nmod
267-21	20-dep	20-nmod
267-22	1-punct	0-punct

268-0	9-advmod	13-root
268-1	9-aux	0-nmod
268-2	4-amod	1-nmod
268-3	4-amod	2-nmod
268-4	9-nsubj	3-nmod
268-5	4-cc	0-cc
268-6	4-conj	0-nmod
268-7	9-cop	6-nmod
268-8	9-det	13-root
268-9	13-root	8-nmod
268-10	11-case	9-nmod
268-11	9-nmod	10-nmod
268-12	9-punct	8-punct

269-0	2-nsubj	1-expl
269-1	2-aux	10-root
269-2	10-root	1-nmod
269-3	4-amod	2-nmod
269-4	2-dobj	3-nmod
269-5	8-case	4-nmod
269-6	8-det	5-nmod
269-7	8-nummod	8-nummod
269-8	4-nmod	1-nmod
269-9	2-punct	1-punct

270-0	2-nsubj	13-root
270-1	2-aux	0-nmod
270-2	13-root	1-nmod
270-3	4-case	2-nmod
270-4	2-nmod	3-nmod
270-5	8-case	4-nmod
270-6	8-det	5-nmod
270-7	8-dep	6-nmod
270-8	4-nmod	7-nmod
270-9	11-case	8-nmod
270-10	11-amod	9-nmod
270-11	8-nmod	10-nmod
270-12	2-punct	0-punct

271-0	1-det	20-root
271-1	12-nsubj	0-nmod
271-2	12-aux	1-nmod
271-3	12-advmod	2-nmod
271-4	12-dep	3-nmod
271-5	6-case	4-nmod
271-6	4-nmod	5-nmod
271-7	12-punct	0-punct
271-8	12-mark	9-mark
271-9	10-det	0-nmod
271-10	12-nsubj	9-nmod
271-11	12-aux	10-nmod
271-12	17-dep	11-nmod
271-13	12-dobj	12-nmod
271-14	12-dep	13-nmod
271-15	12-punct	0-punct
271-16	12-punct	0-punct
271-17	20-root	0-nmod
271-18	17-nsubj	17-nmod
271-19	17-punct	0-punct

272-0	2-case	16-root
272-1	2-det	0-nmod
272-2	10-nmod	1-nmod
272-3	4-case	1-nmod
272-4	2-nmod	3-nmod
272-5	6-case	4-nmod
272-6	4-nmod	5-nmod
272-7	10-aux	6-nmod
272-8	10-nsubj	7-nmod
272-9	10-dep	7-nmod
272-10	16-root	9-nmod
272-11	12-case	12-advmodCOLemph
272-12	10-nmod	10-nmod
272-13	14-case	12-nmod
272-14	11-nmod	13-nmod
272-15	10-punct	0-punct

273-0	2-punct	1-punct
273-1	2-nsubj	17-root
273-2	17-root	1-nmod
273-3	2-neg	2-nmod
273-4	2-advmod	3-nmod
273-5	8-punct	1-punct
273-6	8-mark	7-mark
273-7	8-expl	1-nmod
273-8	2-dobj	7-nmod
273-9	10-det	8-nmod
273-10	8-dobj	9-nmod
273-11	8-punct	10-punct
273-12	14-nsubj	17-root
273-13	14-aux	12-nmod
273-14	10-aux	13-nmod
273-15	14-dobj	14-nmod
273-16	2-punct	12-punct

274-0	1-advmod	27-root
274-1	23-dep	0-nmod
274-2	1-nsubj	27-root
274-3	1-dep	2-nmod
274-4	5-case	3-nmod
274-5	3-nmod	4-nmod
274-6	1-cc	2-cc
274-7	1-conj	2-nmod
274-8	9-dep	7-nmod
274-9	7-dobj	8-nmod
274-10	11-case	9-nmod
274-11	7-nmod	10-nmod
274-12	15-punct	11-punct
274-13	15-nsubj	27-root
274-14	15-aux	13-nmod
274-15	11-aclCOLrelcl	14-nmod
274-16	17-nmodCOLposs	15-nmod
274-17	15-dobj	16-nmod
274-18	19-case	23-advmodCOLemph
274-19	15-nmod	18-nmod
274-20	19-nmodCOLposs	19-nmod
274-21	15-punct	18-punct
274-22	1-punct	18-punct
274-23	27-root	17-nmod
274-24	23-nsubj	27-root
274-25	24-name	24-nmod
274-26	23-punct	24-punct

275-0	1-nsubj	27-root
275-1	27-root	0-nmod
275-2	1-advmod	1-nmod
275-3	5-case	2-nmod
275-4	5-nmodCOLposs	3-nmod
275-5	1-nmod	4-nmod
275-6	8-case	5-nmod
275-7	8-det	27-root
275-8	5-nmod	7-nmod
275-9	8-punct	8-punct
275-10	15-nsubj	27-root
275-11	12-case	27-root
275-12	15-nmod	11-nmod
275-13	14-case	12-nmod
275-14	12-nmod	13-nmod
275-15	8-dep	14-nmod
275-16	17-amod	15-nmod
275-17	15-iobj	16-nmod
275-18	15-dobj	17-nmod
275-19	18-dep	18-nmod
275-20	19-dobj	19-nmod
275-21	23-dep	22-case
275-22	23-nummod	18-nummod
275-23	20-dep	22-nmod
275-24	25-case	23-nmod
275-25	23-nmod	24-nmod
275-26	1-punct	11-punct

276-0	1-nsubj	13-root
276-1	13-root	0-nmod
276-2	3-det	1-nmod
276-3	1-dobj	2-nmod
276-4	5-advmod	3-nmod
276-5	1-advmod	2-advmod
276-6	5-punct	5-punct
276-7	8-expl	5-nmod
276-8	5-dep	7-nmod
276-9	11-dep	8-nmod
276-10	11-nummod	9-nummod
276-11	8-dobj	10-nmod
276-12	1-punct	0-punct

277-0	7-dep	17-root
277-1	0-expl	0-nmod
277-2	3-nummod	1-nummod
277-3	0-dobj	2-nmod
277-4	0-punct	2-punct
277-5	7-aux	2-nmod
277-6	7-nsubj	5-nmod
277-7	17-root	6-nmod
277-8	10-case	2-nmod
277-9	10-amod	2-nmod
277-10	7-nmod	9-nmod
277-11	7-dep	17-root
277-12	15-cop	17-root
277-13	15-nsubj	12-nmod
277-14	15-amod	12-nmod
277-15	11-dep	14-nmod
277-16	7-punct	12-punct

278-0	8-root	1-cc
278-1	2-advmod	8-root
278-2	0-conj	1-nmod
278-3	2-nsubj	2-nmod
278-4	6-case	3-nmod
278-5	6-amod	4-nmod
278-6	3-nmod	5-nmod
278-7	0-punct	1-punct

279-0	2-nsubjpass	7-root
279-1	2-auxpass	0-nmod
279-2	7-root	1-nmod
279-3	4-case	7-root
279-4	2-nmod	3-nmod
279-5	4-advmod	4-nmod
279-6	2-punct	3-punct

280-0	12-root	1-cc
280-1	2-nsubj	12-root
280-2	0-conj	1-nmod
280-3	2-neg	2-nmod
280-4	2-dobj	3-nmod
280-5	6-case	4-nmod
280-6	4-nmod	7-expl
280-7	2-dep	1-nmod
280-8	10-case	9-advmodCOLemph
280-9	10-amod	7-nmod
280-10	7-nmod	9-nmod
280-11	0-punct	1-punct

281-0	1-nsubj	18-root
281-1	18-root	0-nmod
281-2	5-case	1-nmod
281-3	5-det	18-root
281-4	5-amod	3-nmod
281-5	1-nmod	4-nmod
281-6	9-case	5-nmod
281-7	9-det	18-root
281-8	9-amod	7-nmod
281-9	1-nmod	8-nmod
281-10	11-case	9-nmod
281-11	9-nmod	10-nmod
281-12	9-punct	11-punct
281-13	14-nsubj	18-root
281-14	9-dep	13-nmod
281-15	16-case	14-nmod
281-16	14-nmod	15-nmod
281-17	1-punct	13-punct

282-0	15-nsubj	27-root
282-1	0-name	0-nmod
282-2	6-punct	1-punct
282-3	6-nsubj	1-nmod
282-4	6-cop	3-nmod
282-5	6-dep	4-nmod
282-6	0-aclCOLrelcl	5-nmod
282-7	6-cc	0-cc
282-8	6-conj	0-nmod
282-9	10-det	8-nmod
282-10	8-dobj	9-nmod
282-11	12-case	14-advmodCOLemph
282-12	8-nmod	11-nmod
282-13	6-punct	11-punct
282-14	15-aux	10-nmod
282-15	27-root	14-nmod
282-16	15-dobj	15-nmod
282-17	15-advmod	16-nmod
282-18	19-case	17-nmod
282-19	17-nmod	17-nmod
282-20	19-name	27-root
282-21	19-name	20-nmod
282-22	23-case	21-nmod
282-23	19-nmod	22-nmod
282-24	25-case	23-nmod
282-25	23-nmod	24-nmod
282-26	15-punct	20-punct

283-0	20-root	20-root
283-1	0-punct	0-punct
283-2	5-nsubj	0-nmod
283-3	5-cop	0-nmod
283-4	5-nmod	3-nmod
283-5	0-list	4-nmod
283-6	5-punct	0-punct
283-7	8-nummod	0-nummod
283-8	9-dep	7-nmod
283-9	5-conj	8-nmod
283-10	5-cc	7-cc
283-11	13-case	7-nmod
283-12	13-dep	11-nmod
283-13	5-nmod	12-nmod
283-14	17-case	13-nmod
283-15	17-punct	14-punct
283-16	17-amod	14-nmod
283-17	13-nmod	16-nmod
283-18	17-punct	7-punct
283-19	0-punct	0-punct

284-0	13-root	1-cc
284-1	11-nsubj	2-nmod
284-2	11-cop	13-root
284-3	11-advmod	2-nmod
284-4	11-det	3-nmod
284-5	11-dep	3-nmod
284-6	5-amod	3-nmod
284-7	5-nmod	6-nmod
284-8	11-punct	2-punct
284-9	11-dep	2-nmod
284-10	11-dep	9-cc
284-11	0-conj	9-nmod
284-12	0-punct	2-punct

285-0	13-root	1-cc
285-1	5-advmod	13-root
285-2	5-cop	1-nmod
285-3	5-nsubj	2-nmod
285-4	5-advmod	2-nmod
285-5	0-conj	6-nsubj
285-6	11-case	4-nmod
285-7	11-nmodCOLposs	6-nmod
285-8	7-dep	7-nmod
285-9	10-advmod	1-advmod
285-10	7-amod	9-nmod
285-11	5-nmod	10-nmod
285-12	0-punct	1-punct

286-0	3-advmod	18-root
286-1	3-aux	0-nmod
286-2	3-nsubj	1-nmod
286-3	18-root	1-nmod
286-4	3-dobj	3-nmod
286-5	4-cc	4-cc
286-6	4-conj	5-nmod
286-7	8-case	8-advmodCOLemph
286-8	3-nmod	6-nmod
286-9	12-case	8-nmod
286-10	12-nmodCOLposs	9-nmod
286-11	10-name	10-nmod
286-12	8-nmod	11-nmod
286-13	14-punct	12-punct
286-14	10-appos	12-nmod
286-15	14-nmod	14-nmod
286-16	14-punct	0-punct
286-17	3-punct	0-punct

287-0	5-nsubj	16-root
287-1	0-name	0-nmod
287-2	0-cc	0-cc
287-3	0-conj	0-nmod
287-4	3-name	3-nmod
287-5	16-root	4-nmod
287-6	8-case	7-advmodCOLemph
287-7	8-det	5-nmod
287-8	5-nmod	7-nmod
287-9	5-dep	8-nmod
287-10	9-dep	9-nmod
287-11	10-dep	10-nmod
287-12	14-det	11-nmod
287-13	14-amod	12-nmod
287-14	11-dobj	13-nmod
287-15	5-punct	0-punct

288-0	3-nsubjpass	1-nmod
288-1	3-auxpass	22-root
288-2	3-auxpass	1-nmod
288-3	22-root	2-nmod
288-4	3-dep	3-nmod
288-5	4-dep	4-nmod
288-6	5-dep	5-nmod
288-7	8-case	22-root
288-8	6-nmod	7-nmod
288-9	6-cc	7-cc
288-10	6-conj	9-nmod
288-11	10-dobj	10-nmod
288-12	11-dep	11-nmod
288-13	12-punct	11-punct
288-14	12-dobj	22-root
288-15	16-nsubj	14-nmod
288-16	14-aclCOLrelcl	14-nmod
288-17	20-mark	18-mark
288-18	20-nsubj	16-nmod
288-19	20-cop	16-nmod
288-20	16-dep	19-nmod
288-21	3-punct	14-punct

289-0	16-root	2-cc
289-1	3-mark	2-mark
289-2	3-nsubj	3-expl
289-3	10-mark	16-root
289-4	5-case	16-root
289-5	3-nmod	4-nmod
289-6	3-punct	4-punct
289-7	10-advmod	4-nmod
289-8	10-aux	7-nmod
289-9	10-nsubj	8-nmod
289-10	0-conj	8-nmod
289-11	10-dobj	10-nmod
289-12	13-advmod	4-advmod
289-13	14-case	12-nmod
289-14	10-nmod	13-nmod
289-15	0-punct	4-punct

290-0	1-punct	1-punct
290-1	17-dep	3-dep
290-2	1-punct	1-punct
290-3	1-conj	4-cc
290-4	7-nsubj	10-advmod
290-5	7-aux	4-nmod
290-6	7-advmod	5-nmod
290-7	3-dep	6-nmod
290-8	7-dobj	7-nmod
290-9	14-mark	10-mark
290-10	14-nsubj	21-root
290-11	14-cop	10-nmod
290-12	13-nummod	11-nummod
290-13	14-dep	12-nmod
290-14	7-amod	13-nmod
290-15	7-punct	10-punct
290-16	1-punct	10-punct
290-17	21-root	10-nmod
290-18	17-nsubj	17-nmod
290-19	18-name	18-nmod
290-20	17-punct	10-punct

291-0	2-punct	1-punct
291-1	2-advmod	11-root
291-2	11-root	1-nmod
291-3	2-nsubj	11-root
291-4	6-case	3-nmod
291-5	6-amod	4-nmod
291-6	2-nmod	5-nmod
291-7	8-case	8-advmodCOLemph
291-8	6-nmod	6-nmod
291-9	8-dep	8-nmod
291-10	2-punct	3-punct

292-0	1-nsubj	14-root
292-1	10-dep	0-nmod
292-2	3-amod	1-nmod
292-3	1-dobj	2-nmod
292-4	1-advmod	3-nmod
292-5	7-case	4-nmod
292-6	7-det	5-nmod
292-7	1-nmod	5-nmod
292-8	1-punct	0-punct
292-9	1-punct	0-punct
292-10	14-root	0-nmod
292-11	10-nsubj	10-nmod
292-12	11-name	11-nmod
292-13	10-punct	0-punct

293-0	1-amod	2-root
293-1	2-root	0-nmod

294-0	2-punct	1-punct
294-1	2-nsubj	2-expl
294-2	13-dep	26-root
294-3	6-mark	2-mwe
294-4	6-punct	2-punct
294-5	6-nsubj	2-nmod
294-6	2-dep	5-nmod
294-7	9-det	6-nmod
294-8	9-amod	7-nmod
294-9	6-dobj	8-nmod
294-10	6-advmod	9-nmod
294-11	6-punct	2-punct
294-12	2-punct	2-punct
294-13	26-root	2-nmod
294-14	13-nsubj	13-nmod
294-15	13-cc	13-cc
294-16	13-conj	13-nmod
294-17	18-case	16-nmod
294-18	16-nmod	17-nmod
294-19	13-punct	17-punct
294-20	24-nsubjpass	17-nmod
294-21	24-auxpass	17-nmod
294-22	24-advmod	21-nmod
294-23	24-cop	22-nmod
294-24	13-conj	23-nmod
294-25	13-punct	2-punct

295-0	3-nsubj	25-root
295-1	0-name	0-nmod
295-2	3-cop	1-nmod
295-3	25-root	0-nummod
295-4	3-cc	3-cc
295-5	4-advmod	3-nmod
295-6	9-case	7-advmodCOLemph
295-7	9-det	5-nmod
295-8	9-amod	7-nmod
295-9	4-nmod	8-nmod
295-10	4-advmod	9-nmod
295-11	4-amod	10-nmod
295-12	14-case	13-advmodCOLemph
295-13	14-det	11-nmod
295-14	11-nmod	13-nmod
295-15	17-case	14-nmod
295-16	17-amod	15-nmod
295-17	14-nmod	16-nmod
295-18	20-punct	15-punct
295-19	20-nsubj	15-nmod
295-20	17-aclCOLrelcl	19-nmod
295-21	20-dobj	20-nmod
295-22	20-nmod	20-nmod
295-23	22-case	22-nmod
295-24	3-punct	0-punct

296-0	4-nsubj	33-root
296-1	4-cop	0-nmod
296-2	4-advmod	1-nmod
296-3	4-advmod	0-nmod
296-4	33-root	3-nmod
296-5	4-dep	33-root
296-6	5-dep	5-nmod
296-7	4-punct	5-punct
296-8	9-nmodCOLposs	5-nmod
296-9	12-nsubj	8-nmod
296-10	12-aux	9-nmod
296-11	12-advmod	10-nmod
296-12	4-dep	11-nmod
296-13	14-amod	12-nmod
296-14	12-dobj	13-nmod
296-15	16-case	14-nmod
296-16	14-nmod	15-nmod
296-17	18-punct	10-punct
296-18	16-appos	10-nmod
296-19	18-punct	5-punct
296-20	21-neg	33-root
296-21	18-conj	20-nmod
296-22	18-punct	21-punct
296-23	27-punct	20-punct
296-24	27-nsubj	33-root
296-25	26-case	24-nmod
296-26	27-nmod	25-nmod
296-27	16-aclCOLrelcl	26-nmod
296-28	27-dep	33-root
296-29	31-det	33-root
296-30	31-amod	29-nmod
296-31	28-dep	30-nmod
296-32	4-punct	29-punct

297-0	1-advmod	10-root
297-1	10-root	0-nmod
297-2	1-nsubj	0-nmod
297-3	4-det	2-nmod
297-4	1-dobj	3-nmod
297-5	6-advmod	10-root
297-6	4-advmod	5-nmod
297-7	6-dep	6-nmod
297-8	7-nummod	7-nummod
297-9	1-punct	5-punct

298-0	14-root	1-cc
298-1	10-nsubj	14-root
298-2	10-cop	1-nmod
298-3	10-neg	2-nmod
298-4	8-punct	3-punct
298-5	8-dobj	14-root
298-6	8-nsubj	14-root
298-7	8-aux	6-nmod
298-8	10-aclCOLrelcl	7-nmod
298-9	8-punct	6-punct
298-10	0-conj	6-nmod
298-11	10-cc	10-cc
298-12	10-conj	10-nmod
298-13	0-punct	6-punct

299-0	3-dobj	8-root
299-1	3-nsubj	8-root
299-2	3-advmod	1-nmod
299-3	8-root	2-nmod
299-4	6-case	8-root
299-5	6-det	4-nmod
299-6	3-nmod	5-nmod
299-7	3-punct	4-punct

300-0	5-punct	1-punct
300-1	5-nsubj	33-root
300-2	5-cop	1-nmod
300-3	5-advmod	1-nmod
300-4	3-advmod	3-nmod
300-5	33-root	4-nmod
300-6	5-punct	1-punct
300-7	5-cc	1-cc
300-8	9-nsubj	1-nmod
300-9	5-conj	8-nmod
300-10	16-punct	1-punct
300-11	16-mark	12-mark
300-12	16-nsubj	1-nmod
300-13	14-advmod	12-nmod
300-14	15-case	33-root
300-15	16-nmod	14-nmod
300-16	9-dobj	15-nmod
300-17	18-case	33-root
300-18	16-nmod	17-nmod
300-19	18-dep	18-nmod
300-20	19-dep	19-nmod
300-21	20-dep	20-nmod
300-22	23-det	21-nmod
300-23	21-dobj	22-nmod
300-24	16-punct	20-punct
300-25	27-case	26-advmodCOLemph
300-26	27-amod	20-nmod
300-27	30-nmod	26-nmod
300-28	30-aux	27-nmod
300-29	30-nsubj	28-nmod
300-30	16-conj	29-nmod
300-31	5-punct	17-punct
300-32	5-punct	17-punct

301-0	2-mark	1-mark
301-1	2-nsubj	9-root
301-2	7-nsubj	1-nmod
301-3	2-dobj	2-nmod
301-4	2-punct	1-punct
301-5	7-cop	1-nmod
301-6	7-det	9-root
301-7	9-root	6-nmod
301-8	7-punct	6-punct

302-0	2-nsubjpass	24-root
302-1	2-auxpass	0-nmod
302-2	24-root	1-nmod
302-3	6-case	24-root
302-4	6-nummod	3-nummod
302-5	6-amod	4-nmod
302-6	2-nmod	5-nmod
302-7	6-advmod	6-nmod
302-8	9-punct	4-punct
302-9	2-advmod	4-nmod
302-10	9-dep	9-nmod
302-11	18-punct	4-punct
302-12	18-advmod	4-nmod
302-13	17-advmod	12-nmod
302-14	17-nummod	15-nummod
302-15	17-dep	13-nmod
302-16	15-nummod	15-nummod
302-17	18-nsubj	16-nmod
302-18	10-aclCOLrelcl	17-nmod
302-19	20-case	24-root
302-20	18-nmod	19-nmod
302-21	22-case	20-nmod
302-22	18-nmod	21-nmod
302-23	2-punct	19-punct

303-0	25-root	2-cc
303-1	4-mark	2-mark
303-2	4-nsubj	3-nmod
303-3	4-cop	25-root
303-4	6-nmod	3-expl
303-5	4-punct	3-punct
303-6	0-conj	3-nmod
303-7	6-nsubj	8-dobj
303-8	9-advmod	3-nmod
303-9	6-advmod	3-advmod
303-10	13-punct	9-punct
303-11	13-mark	12-mark
303-12	13-nsubj	9-nmod
303-13	6-dobj	9-nmod
303-14	13-dobj	13-nmod
303-15	13-dep	16-mark
303-16	15-dep	14-aclCOLrelcl
303-17	16-dep	16-nmod
303-18	19-neg	17-nmod
303-19	17-dep	18-nmod
303-20	21-auxpass	19-nmod
303-21	19-dep	20-nmod
303-22	23-case	21-nmod
303-23	21-nmod	22-nmod
303-24	0-punct	3-punct

304-0	9-punct	2-punct
304-1	4-mark	2-mark
304-2	4-nsubj	41-root
304-3	4-neg	2-nmod
304-4	9-mark	3-nmod
304-5	4-punct	2-punct
304-6	9-advmod	2-nmod
304-7	9-aux	2-nmod
304-8	9-nsubj	7-nmod
304-9	13-dep	8-nmod
304-10	9-dobj	2-dobj
304-11	9-punct	2-punct
304-12	9-punct	2-punct
304-13	41-root	2-nmod
304-14	13-nsubj	13-nmod
304-15	14-name	14-nmod
304-16	17-case	41-root
304-17	13-nmod	16-nmod
304-18	17-dep	17-nmod
304-19	20-punct	16-punct
304-20	29-mark	21-mark
304-21	22-name	16-nmod
304-22	29-nsubj	21-nmod
304-23	22-name	22-nmod
304-24	22-name	23-nmod
304-25	20-punct	26-punct
304-26	22-dep	24-nmod
304-27	26-punct	26-punct
304-28	29-aux	27-nmod
304-29	18-dep	28-nmod
304-30	29-dobj	29-nmod
304-31	30-dep	30-nmod
304-32	31-iobj	31-nmod
304-33	31-dobj	31-nmod
304-34	38-punct	16-punct
304-35	38-mark	36-mark
304-36	38-nsubj	16-nmod
304-37	38-aux	36-nmod
304-38	31-dep	37-nmod
304-39	38-dobj	38-nmod
304-40	13-punct	16-punct

305-0	1-advmod	46-root
305-1	46-root	0-nmod
305-2	1-nsubj	1-nmod
305-3	4-advmod	0-advmod
305-4	1-dep	3-nmod
305-5	7-nmodCOLposs	4-nmod
305-6	7-amod	5-nmod
305-7	1-dobj	6-nmod
305-8	7-punct	3-punct
305-9	7-appos	3-nmod
305-10	9-name	9-nmod
305-11	12-case	10-nmod
305-12	1-nmod	11-nmod
305-13	21-punct	0-punct
305-14	21-mark	15-mark
305-15	21-nsubj	0-nmod
305-16	19-case	17-advmodCOLemph
305-17	19-det	15-nmod
305-18	19-amod	17-nmod
305-19	15-nmod	18-nmod
305-20	21-advmod	19-nmod
305-21	1-dep	20-nmod
305-22	23-case	21-nmod
305-23	21-nmod	22-nmod
305-24	25-punct	0-punct
305-25	29-mark	28-mark
305-26	25-punct	25-punct
305-27	29-nsubj	28-expl
305-28	29-cop	0-nmod
305-29	21-dobj	28-nmod
305-30	32-case	29-nmod
305-31	32-det	30-nmod
305-32	29-nmod	31-nmod
305-33	27-dep	32-nmod
305-34	33-dep	33-nmod
305-35	39-punct	0-punct
305-36	39-mark	37-mark
305-37	39-expl	0-nmod
305-38	39-auxpass	37-nmod
305-39	34-dobj	38-nmod
305-40	39-dobj	39-nmod
305-41	42-case	40-nmod
305-42	39-nmod	41-nmod
305-43	42-nmodCOLposs	42-nmod
305-44	39-punct	0-punct
305-45	29-punct	0-punct

306-0	5-nsubj	28-root
306-1	0-name	0-nmod
306-2	5-aux	1-nmod
306-3	4-case	4-advmodCOLemph
306-4	5-nmod	2-nmod
306-5	28-root	4-nmod
306-6	5-dobj	5-nmod
306-7	5-dep	6-nmod
306-8	13-punct	0-punct
306-9	13-mark	10-mark
306-10	13-nsubj	0-nmod
306-11	10-appos	10-nmod
306-12	13-aux	11-nmod
306-13	7-dobj	12-nmod
306-14	13-dobj	13-nmod
306-15	13-punct	0-punct
306-16	14-conj	0-nmod
306-17	14-cc	0-cc
306-18	14-conj	17-nmod
306-19	20-case	20-advmodCOLemph
306-20	13-nmod	18-nmod
306-21	23-case	28-root
306-22	23-nmodCOLposs	21-nmod
306-23	20-nmod	22-nmod
306-24	25-case	23-nmod
306-25	23-nmod	24-nmod
306-26	25-nmodCOLposs	25-nmod
306-27	5-punct	21-punct

