1-0	4-nummod	3-nummod
265-32	33-det	33-det
265-33	31-dep	30-nmod
265-34	33-nmodCOLposs	33-nmod
265-35	39-punct	39-punct
265-36	39-mark	39-mark
265-37	39-nsubj	39-nsubj
265-38	39-advmod	39-advmod
265-39	20-dep	3-ccomp
265-40	39-advmod	43-advmod
265-41	43-case	43-case
265-42	43-det	43-det
265-43	40-nmod	39-dobj
265-44	47-case	47-case
265-45	47-det	47-det
265-46	47-nummod	47-nummod
265-47	43-nmod	43-nmod
265-48	3-punct	3-punct

266-0	4-advmod	22-root
266-1	4-cop	22-root
266-2	4-nsubj	22-root
266-3	4-neg	4-advmod
266-4	22-root	2-amod
266-5	9-case	9-case
266-6	9-det	9-det
266-7	8-advmod	8-advmod
266-8	9-amod	9-amod
266-9	4-nmod	2-nmod
266-10	4-punct	2-punct
266-11	12-punct	20-punct
266-12	4-dep	20-nsubj
266-13	12-cop	20-aux
266-14	12-nsubj	20-nsubj
266-15	12-dep	20-case
266-16	17-advmod	20-advmod
266-17	15-advmod	20-advmod
266-18	19-advmod	20-advmod
266-19	12-neg	20-advmod
266-20	12-advmod	2-advmod
266-21	12-punct	2-punct

267-0	1-nsubj	1-nsubj
267-1	23-root	6-cop
267-2	1-advmod	3-advmod
267-3	1-advmod	6-advmod
267-4	9-case	6-case
267-5	9-det	6-det
267-6	9-amod	9-amod
267-7	9-punct	6-punct
267-8	9-amod	9-amod
267-9	1-nmod	21-nsubj
267-10	9-punct	21-punct
267-11	17-advmod	21-advmod
267-12	15-det	14-det
267-13	14-nummod	14-nummod
267-14	15-nummod	21-nsubj
267-15	17-nsubj	14-nmod
267-16	17-aux	21-aux
267-17	9-aux	21-aux
267-18	17-dobj	21-nsubj
267-19	18-nmodCOLposs	21-nsubj
267-20	17-dep	21-mark
267-21	20-dep	23-root
267-22	1-punct	21-punct

268-0	9-advmod	4-advmod
268-1	9-aux	4-aux
268-2	4-amod	4-amod
268-3	4-amod	4-amod
268-4	9-nsubj	13-root
268-5	4-cc	4-cc
268-6	4-conj	4-nmod
268-7	9-cop	13-root
268-8	9-det	9-det
268-9	13-root	13-root
268-10	11-case	11-case
268-11	9-nmod	9-nmod
268-12	9-punct	9-punct

269-0	2-nsubj	2-nsubj
269-1	2-aux	2-aux
269-2	10-root	10-root
269-3	4-amod	4-amod
269-4	2-dobj	2-dobj
269-5	8-case	8-case
269-6	8-det	8-det
269-7	8-nummod	8-nummod
269-8	4-nmod	4-nmod
269-9	2-punct	2-punct

270-0	2-nsubj	2-nsubj
270-1	2-aux	2-aux
270-2	13-root	13-root
270-3	4-case	4-case
270-4	2-nmod	2-dobj
270-5	8-case	13-root
270-6	8-det	7-det
270-7	8-dep	13-root
270-8	4-nmod	7-dobj
270-9	11-case	11-case
270-10	11-amod	11-amod
270-11	8-nmod	8-nmod
270-12	2-punct	7-punct

271-0	1-det	20-det
271-1	12-nsubj	20-root
271-2	12-aux	4-aux
271-3	12-advmod	4-advmod
271-4	12-dep	1-conj
271-5	6-case	6-case
271-6	4-nmod	4-dobj
271-7	12-punct	12-punct
271-8	12-mark	12-mark
271-9	10-det	10-det
271-10	12-nsubj	12-nmod
271-11	12-aux	12-aux
271-12	17-dep	1-conj
271-13	12-dobj	12-dobj
271-14	12-dep	12-advmod
271-15	12-punct	12-punct
271-16	12-punct	12-punct
271-17	20-root	1-conj
271-18	17-nsubj	17-nmod
271-19	17-punct	1-punct

272-0	2-case	2-case
272-1	2-det	2-det
272-2	10-nmod	10-nsubj
272-3	4-case	4-case
272-4	2-nmod	2-nmod
272-5	6-case	6-case
272-6	4-nmod	4-nmod
272-7	10-aux	10-aux
272-8	10-nsubj	10-nsubj
272-9	10-dep	10-nsubj
272-10	16-root	16-root
272-11	12-case	12-case
272-12	10-nmod	10-nmod
272-13	14-case	14-case
272-14	11-nmod	10-nmod
272-15	10-punct	10-punct

273-0	2-punct	2-punct
273-1	2-nsubj	2-nsubj
273-2	17-root	17-root
273-3	2-neg	4-advmod
273-4	2-advmod	2-advmod
273-5	8-punct	8-punct
273-6	8-mark	8-mark
273-7	8-expl	8-mark
273-8	2-dobj	2-ccomp
273-9	10-det	10-det
273-10	8-dobj	8-dobj
273-11	8-punct	8-punct
273-12	14-nsubj	15-advmodCOLemph
273-13	14-aux	15-aux
273-14	10-aux	15-aux
273-15	14-dobj	8-nmod
273-16	2-punct	2-punct

274-0	1-advmod	1-advmod
274-1	23-dep	15-ccomp
274-2	1-nsubj	7-nsubj
274-3	1-dep	7-nsubj
274-4	5-case	5-case
274-5	3-nmod	3-nmod
274-6	1-cc	3-cc
274-7	1-conj	1-ccomp
274-8	9-dep	15-ccomp
274-9	7-dobj	8-dobj
274-10	11-case	11-case
274-11	7-nmod	9-nmod
274-12	15-punct	8-punct
274-13	15-nsubj	15-mark
274-14	15-aux	15-aux
274-15	11-aclCOLrelcl	23-ccomp
274-16	17-nmodCOLposs	23-nsubj
274-17	15-dobj	23-nmod
274-18	19-case	19-case
274-19	15-nmod	17-nmod
274-20	19-nmodCOLposs	17-nmod
274-21	15-punct	17-punct
274-22	1-punct	17-punct
274-23	27-root	27-root
274-24	23-nsubj	25-name
274-25	24-name	23-nmod
274-26	23-punct	23-punct

275-0	1-nsubj	1-nsubj
275-1	27-root	27-root
275-2	1-advmod	15-advmod
275-3	5-case	4-case
275-4	5-nmodCOLposs	15-nsubj
275-5	1-nmod	15-nmod
275-6	8-case	8-case
275-7	8-det	8-det
275-8	5-nmod	5-nmod
275-9	8-punct	8-punct
275-10	15-nsubj	12-advmodCOLemph
275-11	12-case	12-case
275-12	15-nmod	8-nmod
275-13	14-case	14-case
275-14	12-nmod	15-nmod
275-15	8-dep	27-root
275-16	17-amod	17-amod
275-17	15-iobj	15-nmod
275-18	15-dobj	19-mark
275-19	18-dep	27-root
275-20	19-dobj	23-amod
275-21	23-dep	23-case
275-22	23-nummod	23-nummod
275-23	20-dep	19-dobj
275-24	25-case	25-case
275-25	23-nmod	23-nmod
275-26	1-punct	19-punct

276-0	1-nsubj	1-nsubj
276-1	13-root	13-root
276-2	3-det	3-det
276-3	1-dobj	1-dobj
276-4	5-advmod	5-advmod
276-5	1-advmod	1-advmod
276-6	5-punct	1-punct
276-7	8-expl	8-mark
276-8	5-dep	1-ccomp
276-9	11-dep	11-case
276-10	11-nummod	11-nummod
276-11	8-dobj	8-nmod
276-12	1-punct	1-punct

277-0	7-dep	17-root
277-1	0-expl	3-advmodCOLemph
277-2	3-nummod	3-nummod
277-3	0-dobj	0-nmod
277-4	0-punct	0-punct
277-5	7-aux	7-aux
277-6	7-nsubj	7-nsubj
277-7	17-root	0-ccomp
277-8	10-case	10-case
277-9	10-amod	10-amod
277-10	7-nmod	7-nmod
277-11	7-dep	15-advmodCOLemph
277-12	15-cop	15-aux
277-13	15-nsubj	15-nsubj
277-14	15-amod	15-amod
277-15	11-dep	10-nmod
277-16	7-punct	0-punct

278-0	8-root	2-cc
278-1	2-advmod	2-advmod
278-2	0-conj	8-root
278-3	2-nsubj	2-dobj
278-4	6-case	6-case
278-5	6-amod	6-amod
278-6	3-nmod	3-nmod
278-7	0-punct	2-punct

279-0	2-nsubjpass	2-nsubj
279-1	2-auxpass	2-aux
279-2	7-root	7-root
279-3	4-case	4-case
279-4	2-nmod	2-dobj
279-5	4-advmod	2-advmod
279-6	2-punct	2-punct

280-0	12-root	2-cc
280-1	2-nsubj	2-nsubj
280-2	0-conj	12-root
280-3	2-neg	4-advmod
280-4	2-dobj	2-dobj
280-5	6-case	6-case
280-6	4-nmod	10-nsubj
280-7	2-dep	10-case
280-8	10-case	10-case
280-9	10-amod	10-amod
280-10	7-nmod	4-nmod
280-11	0-punct	2-punct

281-0	1-nsubj	1-nsubj
281-1	18-root	18-root
281-2	5-case	5-case
281-3	5-det	5-det
281-4	5-amod	5-amod
281-5	1-nmod	1-dobj
281-6	9-case	9-case
281-7	9-det	9-det
281-8	9-amod	9-amod
281-9	1-nmod	5-nmod
281-10	11-case	11-case
281-11	9-nmod	9-nmod
281-12	9-punct	1-punct
281-13	14-nsubj	14-mark
281-14	9-dep	1-ccomp
281-15	16-case	16-case
281-16	14-nmod	14-nmod
281-17	1-punct	1-punct

282-0	15-nsubj	1-name
282-1	0-name	5-nsubj
282-2	6-punct	1-punct
282-3	6-nsubj	5-mark
282-4	6-cop	5-aux
282-5	6-dep	27-root
282-6	0-aclCOLrelcl	5-dobj
282-7	6-cc	5-cc
282-8	6-conj	5-ccomp
282-9	10-det	10-det
282-10	8-dobj	8-dobj
282-11	12-case	12-case
282-12	8-nmod	10-nmod
282-13	6-punct	8-punct
282-14	15-aux	15-aux
282-15	27-root	27-root
282-16	15-dobj	15-dobj
282-17	15-advmod	21-advmod
282-18	19-case	19-case
282-19	17-nmod	21-name
282-20	19-name	21-name
282-21	19-name	16-nmod
282-22	23-case	23-case
282-23	19-nmod	16-nmod
282-24	25-case	25-case
282-25	23-nmod	23-nmod
282-26	15-punct	15-punct

283-0	20-root	5-nsubj
283-1	0-punct	5-punct
283-2	5-nsubj	5-nmod
283-3	5-cop	5-aux
283-4	5-nmod	5-nmod
283-5	0-list	20-root
283-6	5-punct	5-punct
283-7	8-nummod	8-nummod
283-8	9-dep	5-nmod
283-9	5-conj	8-amod
283-10	5-cc	5-cc
283-11	13-case	20-root
283-12	13-dep	20-root
283-13	5-nmod	12-dobj
283-14	17-case	17-case
283-15	17-punct	16-punct
283-16	17-amod	17-amod
283-17	13-nmod	13-nmod
283-18	17-punct	17-punct
283-19	0-punct	12-punct

284-0	13-root	13-root
284-1	11-nsubj	13-root
284-2	11-cop	13-root
284-3	11-advmod	13-root
284-4	11-det	5-det
284-5	11-dep	13-root
284-6	5-amod	7-amod
284-7	5-nmod	5-nmod
284-8	11-punct	7-punct
284-9	11-dep	7-nmod
284-10	11-dep	9-cc
284-11	0-conj	9-nmod
284-12	0-punct	5-punct

285-0	13-root	13-root
285-1	5-advmod	13-root
285-2	5-cop	13-root
285-3	5-nsubj	13-root
285-4	5-advmod	13-root
285-5	0-conj	7-nummod
285-6	11-case	7-case
285-7	11-nmodCOLposs	13-root
285-8	7-dep	13-root
285-9	10-advmod	10-advmod
285-10	7-amod	11-amod
285-11	5-nmod	8-nmod
285-12	0-punct	8-punct

286-0	3-advmod	3-advmod
286-1	3-aux	3-aux
286-2	3-nsubj	3-nsubj
286-3	18-root	18-root
286-4	3-dobj	3-nmod
286-5	4-cc	4-cc
286-6	4-conj	4-nmod
286-7	8-case	8-case
286-8	3-nmod	4-nmod
286-9	12-case	10-case
286-10	12-nmodCOLposs	11-name
286-11	10-name	8-nmod
286-12	8-nmod	8-nmod
286-13	14-punct	12-punct
286-14	10-appos	12-nmod
286-15	14-nmod	14-nmod
286-16	14-punct	15-punct
286-17	3-punct	3-punct

287-0	5-nsubj	1-name
287-1	0-name	4-name
287-2	0-cc	1-cc
287-3	0-conj	4-name
287-4	3-name	5-nsubj
287-5	16-root	16-root
287-6	8-case	8-case
287-7	8-det	8-det
287-8	5-nmod	5-dobj
287-9	5-dep	11-case
287-10	9-dep	11-mark
287-11	10-dep	5-ccomp
287-12	14-det	14-det
287-13	14-amod	14-amod
287-14	11-dobj	11-nmod
287-15	5-punct	5-punct

288-0	3-nsubjpass	3-nsubj
288-1	3-auxpass	3-aux
288-2	3-auxpass	3-aux
288-3	22-root	22-root
288-4	3-dep	6-case
288-5	4-dep	6-mark
288-6	5-dep	3-ccomp
288-7	8-case	8-case
288-8	6-nmod	6-dobj
288-9	6-cc	6-cc
288-10	6-conj	3-conj
288-11	10-dobj	12-mark
288-12	11-dep	3-ccomp
288-13	12-punct	16-punct
288-14	12-dobj	16-advmod
288-15	16-nsubj	16-nsubj
288-16	14-aclCOLrelcl	12-ccomp
288-17	20-mark	20-mark
288-18	20-nsubj	20-nsubj
288-19	20-cop	20-aux
288-20	16-dep	16-nmod
288-21	3-punct	3-punct

289-0	16-root	3-cc
289-1	3-mark	3-mark
289-2	3-nsubj	3-nsubj
289-3	10-mark	16-root
289-4	5-case	5-case
289-5	3-nmod	3-dobj
289-6	3-punct	10-punct
289-7	10-advmod	10-advmod
289-8	10-aux	10-aux
289-9	10-nsubj	10-nsubj
289-10	0-conj	3-conj
289-11	10-dobj	14-nsubj
289-12	13-advmod	14-advmod
289-13	14-case	14-case
289-14	10-nmod	10-nmod
289-15	0-punct	3-punct

290-0	1-punct	1-punct
290-1	17-dep	7-discourse
290-2	1-punct	1-punct
290-3	1-conj	7-cc
290-4	7-nsubj	7-nsubj
290-5	7-aux	7-aux
290-6	7-advmod	7-advmod
290-7	3-dep	17-ccomp
290-8	7-dobj	7-dobj
290-9	14-mark	17-mark
290-10	14-nsubj	17-dobj
290-11	14-cop	17-aux
290-12	13-nummod	13-nummod
290-13	14-dep	17-nmod
290-14	7-amod	13-amod
290-15	7-punct	14-punct
290-16	1-punct	13-punct
290-17	21-root	21-root
290-18	17-nsubj	19-name
290-19	18-name	17-nmod
290-20	17-punct	17-punct

291-0	2-punct	2-punct
291-1	2-advmod	2-advmod
291-2	11-root	11-root
291-3	2-nsubj	11-root
291-4	6-case	6-case
291-5	6-amod	6-amod
291-6	2-nmod	11-root
291-7	8-case	8-case
291-8	6-nmod	6-nmod
291-9	8-dep	6-nmod
291-10	2-punct	6-punct

292-0	1-nsubj	1-nsubj
292-1	10-dep	10-ccomp
292-2	3-amod	3-amod
292-3	1-dobj	1-dobj
292-4	1-advmod	7-advmod
292-5	7-case	7-case
292-6	7-det	7-det
292-7	1-nmod	3-nmod
292-8	1-punct	1-punct
292-9	1-punct	1-punct
292-10	14-root	14-root
292-11	10-nsubj	12-name
292-12	11-name	10-nmod
292-13	10-punct	10-punct

293-0	1-amod	1-amod
293-1	2-root	2-root

294-0	2-punct	2-punct
294-1	2-nsubj	2-nsubj
294-2	13-dep	26-root
294-3	6-mark	6-mark
294-4	6-punct	6-punct
294-5	6-nsubj	6-nsubj
294-6	2-dep	2-ccomp
294-7	9-det	9-det
294-8	9-amod	9-amod
294-9	6-dobj	6-dobj
294-10	6-advmod	6-advmod
294-11	6-punct	6-punct
294-12	2-punct	6-punct
294-13	26-root	26-root
294-14	13-nsubj	13-nmod
294-15	13-cc	13-cc
294-16	13-conj	13-ccomp
294-17	18-case	18-case
294-18	16-nmod	16-dobj
294-19	13-punct	24-punct
294-20	24-nsubjpass	24-nsubj
294-21	24-auxpass	24-aux
294-22	24-advmod	24-advmod
294-23	24-cop	24-aux
294-24	13-conj	18-amod
294-25	13-punct	13-punct

295-0	3-nsubj	1-name
295-1	0-name	25-root
295-2	3-cop	25-root
295-3	25-root	25-root
295-4	3-cc	3-cc
295-5	4-advmod	20-advmod
295-6	9-case	9-case
295-7	9-det	9-det
295-8	9-amod	9-amod
295-9	4-nmod	20-nmod
295-10	4-advmod	11-advmod
295-11	4-amod	9-amod
295-12	14-case	14-case
295-13	14-det	14-det
295-14	11-nmod	9-nmod
295-15	17-case	17-case
295-16	17-amod	17-amod
295-17	14-nmod	14-nmod
295-18	20-punct	9-punct
295-19	20-nsubj	20-mark
295-20	17-aclCOLrelcl	3-conj
295-21	20-dobj	25-root
295-22	20-nmod	25-root
295-23	22-case	25-root
295-24	3-punct	23-punct

296-0	4-nsubj	6-nmod
296-1	4-cop	6-aux
296-2	4-advmod	4-advmod
296-3	4-advmod	4-advmod
296-4	33-root	6-amod
296-5	4-dep	6-advmodCOLemph
296-6	5-dep	12-nmod
296-7	4-punct	6-punct
296-8	9-nmodCOLposs	12-nsubj
296-9	12-nsubj	12-nmod
296-10	12-aux	12-aux
296-11	12-advmod	12-advmod
296-12	4-dep	33-root
296-13	14-amod	14-amod
296-14	12-dobj	12-dobj
296-15	16-case	16-case
296-16	14-nmod	14-nmod
296-17	18-punct	16-punct
296-18	16-appos	16-nmod
296-19	18-punct	12-punct
296-20	21-neg	21-advmod
296-21	18-conj	12-dobj
296-22	18-punct	21-punct
296-23	27-punct	21-punct
296-24	27-nsubj	27-mark
296-25	26-case	26-case
296-26	27-nmod	27-nmod
296-27	16-aclCOLrelcl	12-conj
296-28	27-dep	31-advmodCOLemph
296-29	31-det	31-det
296-30	31-amod	31-amod
296-31	28-dep	27-nmod
296-32	4-punct	12-punct

297-0	1-advmod	1-advmod
297-1	10-root	10-root
297-2	1-nsubj	10-root
297-3	4-det	4-det
297-4	1-dobj	10-root
297-5	6-advmod	6-advmod
297-6	4-advmod	8-advmod
297-7	6-dep	8-case
297-8	7-nummod	4-nummod
297-9	1-punct	4-punct

298-0	14-root	8-cc
298-1	10-nsubj	8-nsubj
298-2	10-cop	8-aux
298-3	10-neg	8-advmod
298-4	8-punct	3-punct
298-5	8-dobj	8-mark
298-6	8-nsubj	8-nsubj
298-7	8-aux	8-aux
298-8	10-aclCOLrelcl	10-cop
298-9	8-punct	8-punct
298-10	0-conj	12-amod
298-11	10-cc	10-cc
298-12	10-conj	14-root
298-13	0-punct	12-punct

299-0	3-dobj	3-mark
299-1	3-nsubj	3-nsubj
299-2	3-advmod	3-advmod
299-3	8-root	8-root
299-4	6-case	6-case
299-5	6-det	6-det
299-6	3-nmod	3-nmod
299-7	3-punct	3-punct

300-0	5-punct	5-punct
300-1	5-nsubj	5-nsubj
300-2	5-cop	5-aux
300-3	5-advmod	5-advmod
300-4	3-advmod	5-advmod
300-5	33-root	9-nsubj
300-6	5-punct	5-punct
300-7	5-cc	5-cc
300-8	9-nsubj	9-nsubj
300-9	5-conj	33-root
300-10	16-punct	16-punct
300-11	16-mark	16-mark
300-12	16-nsubj	16-nsubj
300-13	14-advmod	16-advmod
300-14	15-case	15-case
300-15	16-nmod	16-nsubj
300-16	9-dobj	9-ccomp
300-17	18-case	18-case
300-18	16-nmod	16-dobj
300-19	18-dep	21-case
300-20	19-dep	21-mark
300-21	20-dep	9-ccomp
300-22	23-det	23-det
300-23	21-dobj	21-dobj
300-24	16-punct	21-punct
300-25	27-case	27-case
300-26	27-amod	27-amod
300-27	30-nmod	21-nmod
300-28	30-aux	30-aux
300-29	30-nsubj	30-nsubj
300-30	16-conj	21-advcl
300-31	5-punct	30-punct
300-32	5-punct	9-punct

301-0	2-mark	2-mark
301-1	2-nsubj	2-nsubj
301-2	7-nsubj	9-root
301-3	2-dobj	2-nmod
301-4	2-punct	2-punct
301-5	7-cop	7-aux
301-6	7-det	7-det
301-7	9-root	2-nmod
301-8	7-punct	2-punct

302-0	2-nsubjpass	2-nsubj
302-1	2-auxpass	2-aux
302-2	24-root	24-root
302-3	6-case	6-case
302-4	6-nummod	6-nummod
302-5	6-amod	6-amod
302-6	2-nmod	2-dobj
302-7	6-advmod	2-advmod
302-8	9-punct	2-punct
302-9	2-advmod	10-advmod
302-10	9-dep	2-nmod
302-11	18-punct	2-punct
302-12	18-advmod	18-advmod
302-13	17-advmod	18-advmod
302-14	17-nummod	17-nummod
302-15	17-dep	17-case
302-16	15-nummod	17-nummod
302-17	18-nsubj	18-nsubj
302-18	10-aclCOLrelcl	2-ccomp
302-19	20-case	20-case
302-20	18-nmod	22-amod
302-21	22-case	22-case
302-22	18-nmod	18-nmod
302-23	2-punct	2-punct

303-0	25-root	6-cc
303-1	4-mark	6-mark
303-2	4-nsubj	6-nsubj
303-3	4-cop	6-aux
303-4	6-nmod	6-nsubj
303-5	4-punct	6-punct
303-6	0-conj	25-root
303-7	6-nsubj	13-nsubj
303-8	9-advmod	9-advmod
303-9	6-advmod	13-advmod
303-10	13-punct	13-punct
303-11	13-mark	13-mark
303-12	13-nsubj	13-nsubj
303-13	6-dobj	25-root
303-14	13-dobj	21-nsubj
303-15	13-dep	16-advmodCOLemph
303-16	15-dep	21-nsubj
303-17	16-dep	21-case
303-18	19-neg	21-advmod
303-19	17-dep	21-mark
303-20	21-auxpass	21-aux
303-21	19-dep	13-ccomp
303-22	23-case	23-case
303-23	21-nmod	21-nmod
303-24	0-punct	13-punct

304-0	9-punct	4-punct
304-1	4-mark	4-mark
304-2	4-nsubj	4-nsubj
304-3	4-neg	4-advmod
304-4	9-mark	13-ccomp
304-5	4-punct	9-punct
304-6	9-advmod	9-advmod
304-7	9-aux	9-aux
304-8	9-nsubj	9-nsubj
304-9	13-dep	4-conj
304-10	9-dobj	9-dobj
304-11	9-punct	9-punct
304-12	9-punct	9-punct
304-13	41-root	41-root
304-14	13-nsubj	15-name
304-15	14-name	13-nmod
304-16	17-case	17-case
304-17	13-nmod	13-dobj
304-18	17-dep	29-case
304-19	20-punct	29-punct
304-20	29-mark	29-mark
304-21	22-name	29-nmod
304-22	29-nsubj	24-name
304-23	22-name	24-name
304-24	22-name	21-nmod
304-25	20-punct	21-punct
304-26	22-dep	21-nmod
304-27	26-punct	21-punct
304-28	29-aux	29-aux
304-29	18-dep	13-conj
304-30	29-dobj	31-neg
304-31	30-dep	29-conj
304-32	31-iobj	38-nsubj
304-33	31-dobj	38-nsubj
304-34	38-punct	38-punct
304-35	38-mark	38-mark
304-36	38-nsubj	38-nmod
304-37	38-aux	38-aux
304-38	31-dep	41-root
304-39	38-dobj	38-nmod
304-40	13-punct	38-punct

305-0	1-advmod	1-advmod
305-1	46-root	34-advcl
305-2	1-nsubj	4-nsubj
305-3	4-advmod	4-advmod
305-4	1-dep	34-advcl
305-5	7-nmodCOLposs	21-nsubj
305-6	7-amod	7-amod
305-7	1-dobj	5-conj
305-8	7-punct	7-punct
305-9	7-appos	10-name
305-10	9-name	7-nmod
305-11	12-case	12-case
305-12	1-nmod	7-nmod
305-13	21-punct	21-punct
305-14	21-mark	21-mark
305-15	21-nsubj	21-nsubj
305-16	19-case	19-case
305-17	19-det	19-det
305-18	19-amod	19-amod
305-19	15-nmod	15-nmod
305-20	21-advmod	21-advmod
305-21	1-dep	4-ccomp
305-22	23-case	23-case
305-23	21-nmod	21-dobj
305-24	25-punct	34-punct
305-25	29-mark	34-mark
305-26	25-punct	34-punct
305-27	29-nsubj	34-nsubj
305-28	29-cop	34-aux
305-29	21-dobj	34-advmod
305-30	32-case	32-case
305-31	32-det	32-det
305-32	29-nmod	34-nsubj
305-33	27-dep	34-mark
305-34	33-dep	46-root
305-35	39-punct	39-punct
305-36	39-mark	39-mark
305-37	39-expl	39-mark
305-38	39-auxpass	39-aux
305-39	34-dobj	46-root
305-40	39-dobj	39-nmod
305-41	42-case	42-case
305-42	39-nmod	40-nmod
305-43	42-nmodCOLposs	40-nmod
305-44	39-punct	43-punct
305-45	29-punct	39-punct

306-0	5-nsubj	1-name
306-1	0-name	5-nsubj
306-2	5-aux	5-aux
306-3	4-case	4-case
306-4	5-nmod	5-nmod
306-5	28-root	7-advcl
306-6	5-dobj	7-nsubj
306-7	5-dep	28-root
306-8	13-punct	13-punct
306-9	13-mark	13-mark
306-10	13-nsubj	13-nmod
306-11	10-appos	10-nmod
306-12	13-aux	13-aux
306-13	7-dobj	28-root
306-14	13-dobj	13-dobj
306-15	13-punct	14-punct
306-16	14-conj	14-nmod
306-17	14-cc	16-cc
306-18	14-conj	16-nmod
306-19	20-case	20-case
306-20	13-nmod	18-nmod
306-21	23-case	22-case
306-22	23-nmodCOLposs	28-root
306-23	20-nmod	22-nmod
306-24	25-case	25-case
306-25	23-nmod	23-nmod
306-26	25-nmodCOLposs	23-nmod
306-27	5-punct	22-punct

307-0	1-amod	1-amod
307-1	2-root	2-root

308-0	6-mark	6-mark
308-1	6-nsubj	6-nsubj
308-2	4-case	4-case
308-3	4-nummod	4-nummod
308-4	6-nmod	6-nsubj
308-5	2-compoundCOLprt	6-advmod
308-6	19-dep	38-root
308-7	6-amod	10-amod
308-8	10-case	10-case
308-9	10-det	10-det
308-10	6-nmod	6-nmod
308-11	13-case	13-case
308-12	13-nummod	13-nummod
308-13	10-nmod	10-nmod
308-14	13-nmod	13-nmod
308-15	6-punct	6-punct
308-16	19-auxpass	19-aux
308-17	19-expl	19-mark
308-18	19-advmod	19-advmod
308-19	38-root	6-ccomp
308-20	21-det	21-det
308-21	19-dobj	19-dobj
308-22	19-dep	38-root
308-23	25-amod	38-root
308-24	25-dep	23-conj
308-25	35-nsubjpass	24-nmod
308-26	28-case	27-case
308-27	28-nmodCOLposs	30-nsubj
308-28	25-nmod	30-nmod
308-29	28-nmod	30-mark
308-30	29-dep	23-conj
308-31	32-amod	32-amod
308-32	30-dobj	30-nmod
308-33	30-dep	35-case
308-34	35-auxpass	35-aux
308-35	22-dep	23-conj
308-36	35-advmod	35-advmod
308-37	19-punct	23-punct

309-0	2-det	2-det
309-1	2-amod	2-amod
309-2	11-nsubjpass	11-nsubj
309-3	4-case	4-case
309-4	2-nmod	2-nmod
309-5	9-nummod	6-nummod
309-6	9-dep	2-nmod
309-7	9-dep	6-cc
309-8	9-nummod	9-nummod
309-9	4-nmodCOLposs	2-nmod
309-10	11-auxpass	11-aux
309-11	15-root	15-root
309-12	13-case	13-case
309-13	11-nmod	11-nmod
309-14	11-punct	11-punct

310-0	4-nsubj	1-nsubj
310-1	0-dep	26-root
310-2	3-case	3-case
310-3	0-nmod	4-nsubj
310-4	26-root	1-ccomp
310-5	6-det	6-det
310-6	4-dobj	4-dobj
310-7	4-punct	4-punct
310-8	4-cc	4-cc
310-9	20-amod	10-amod
310-10	20-dep	4-dobj
310-11	20-punct	4-punct
310-12	13-amod	13-amod
310-13	20-amod	4-dobj
310-14	20-punct	13-punct
310-15	20-dep	13-nmod
310-16	20-punct	4-punct
310-17	18-det	18-det
310-18	20-dep	4-dobj
310-19	20-dep	18-cc
310-20	21-nsubj	21-nmod
310-21	4-conj	26-root
310-22	21-amod	23-amod
310-23	21-dobj	21-dobj
310-24	21-dep	21-advmod
310-25	4-punct	21-punct

311-0	1-advmod	1-advmod
311-1	23-root	4-advcl
311-2	1-nsubj	4-nsubj
311-3	2-nummod	4-nsubj
311-4	3-dep	12-advcl
311-5	9-punct	9-punct
311-6	9-mark	9-mark
311-7	9-nsubj	9-nsubj
311-8	9-advmod	9-advmod
311-9	1-dobj	4-advcl
311-10	9-dep	12-case
311-11	10-dep	12-mark
311-12	11-dep	23-root
311-13	16-punct	16-punct
311-14	16-mark	16-mark
311-15	16-nsubj	16-nsubj
311-16	12-dobj	12-ccomp
311-17	18-case	18-case
311-18	16-nmod	16-dobj
311-19	21-case	21-case
311-20	21-det	21-det
311-21	18-nmod	18-nmod
311-22	1-punct	12-punct

312-0	2-nsubj	5-nsubj
312-1	2-cop	5-aux
312-2	11-root	5-nsubj
312-3	5-punct	2-punct
312-4	5-nsubj	5-mark
312-5	2-aclCOLrelcl	11-root
312-6	8-case	8-case
312-7	5-punct	8-punct
312-8	5-nmod	5-dobj
312-9	8-punct	8-punct
312-10	2-punct	5-punct

313-0	3-dep	4-nmod
313-1	0-nmod	3-nummod
313-2	3-amod	3-amod
313-3	4-dep	0-nmod
313-4	19-root	19-root
313-5	4-nsubj	10-nsubj
313-6	4-advmod	10-advmod
313-7	4-punct	6-punct
313-8	10-punct	10-punct
313-9	10-nsubj	10-nsubj
313-10	4-dep	4-ccomp
313-11	10-dep	15-case
313-12	15-punct	15-punct
313-13	15-mark	15-mark
313-14	15-nsubj	15-nsubj
313-15	11-dep	4-ccomp
313-16	17-det	17-det
313-17	15-dobj	15-nmod
313-18	10-punct	4-punct

314-0	4-nsubj	4-nsubj
314-1	4-cop	4-aux
314-2	4-det	4-det
314-3	4-amod	4-amod
314-4	7-dep	7-nsubj
314-5	4-punct	4-punct
314-6	4-punct	4-punct
314-7	12-root	12-root
314-8	9-punct	7-punct
314-9	7-nsubj	7-dobj
314-10	9-punct	9-punct
314-11	7-punct	7-punct

315-0	27-root	4-cc
315-1	4-case	4-case
315-2	4-det	4-det
315-3	4-amod	4-amod
